"element","image"
"19_18_4_1","0"
"21_17_4","10_26_6_1"
"25_15_4","12_26_6_1"
"27_14_4","13_26_6_1"
"41_7_4","20_26_6_1"
"5_25_5_0","2_26_7"
"5_25_5_1","2_26_7"
"9_23_5_0","4_26_7_1"
"9_23_5_1","4_26_7_0"
"13_21_5_0","0"
"13_21_5_1","6_26_7"
"21_17_5","10_26_7_1"
"25_15_5_0","12_26_7_1"
"25_15_5_1","12_26_7_1 + 12_26_7_2"
"33_11_5","16_26_7_2"
"37_9_5","18_26_7_1"
"5_25_6_0","0"
"5_25_6_1","2_26_8"
"13_21_6","6_26_8_1"
"21_17_6","10_26_8_1"
"25_15_6","12_26_8_2"
"33_11_6","16_26_8_2"
"35_10_6","17_26_8_1"
"9_23_7","4_26_9_1"
"13_21_7","6_26_9_1"
"25_15_7","12_26_9_2"
"33_11_7","16_26_9_1"
"9_23_8","4_26_10_0"
"11_22_8","5_26_10"
"25_15_8","12_26_10"
"5_25_9","2_26_11"
"9_23_9_0","4_26_11_0"
"9_23_9_1","4_26_11_0 + 4_26_11_1"
"17_19_9","8_26_11_1"
"21_17_9","10_26_11"
"5_25_10","2_26_12"
"9_23_10","4_26_12_1"
"17_19_10","8_26_12_1"
"19_18_10","9_26_12"
"9_23_11","4_26_13_1"
"17_19_11","8_26_13"
"27_15_1","13_27_3"
"43_7_1","21_27_3"
"51_3_1","25_27_3"
"57_0_1","28_27_3"
"21_18_2","10_27_4"
"25_16_2","12_27_4"
"29_14_2","14_27_4"
"41_8_2","20_27_4_0"
"45_6_2","22_27_4"
"57_0_2","28_27_4"
"11_23_3","5_27_5"
"19_19_3","9_27_5_0"
"21_18_3","10_27_5_1"
"29_14_3","14_27_5"
"41_8_3","20_27_5"
"57_0_3","28_27_5"
"9_24_4_0","4_27_6_0"
"9_24_4_1","4_27_6_0 + 4_27_6_1"
"11_23_4","5_27_6"
"13_22_4_0","0"
"13_22_4_1","6_27_6"
"17_20_4","8_27_6_1"
"21_18_4_0","10_27_6_1"
"21_18_4_1","0"
"23_17_4","11_27_6"
"29_14_4","14_27_6"
"57_0_4","28_27_6"
"5_26_5_0","2_27_7"
"5_26_5_1","2_27_7"
"9_24_5_0","4_27_7_0"
"9_24_5_1","4_27_7_0 + 4_27_7_1"
"13_22_5","6_27_7_1"
"17_20_5","8_27_7_1"
"21_18_5","10_27_7"
"27_15_5_0","13_27_7"
"27_15_5_1","13_27_7"
"29_14_5","14_27_7"
"57_0_5","28_27_7"
"5_26_6_0","2_27_8"
"5_26_6_1","0"
"9_24_6","4_27_8_1"
"13_22_6","6_27_8_1"
"17_20_6","8_27_8"
"25_16_6","12_27_8_0"
"29_14_6","14_27_8"
"57_0_6","28_27_8"
"9_24_7","4_27_9"
"25_16_7","12_27_9"
"57_0_7","28_27_9"
"5_26_8","2_27_10"
"13_22_8","6_27_10"
"57_0_8","28_27_10"
"9_24_9","4_27_11_0"
"11_23_9_0","5_27_11"
"11_23_9_1","0"
"13_22_9","6_27_11"
"57_0_9","28_27_11"
"5_26_10","2_27_12"
"9_24_10_0","4_27_12_0"
"9_24_10_1","4_27_12_0 + 4_27_12_1"
"13_22_10","6_27_12"
"57_0_10","28_27_12"
"5_26_11","2_27_13"
"9_24_11","4_27_13"
"57_0_11","28_27_13_1"
"5_26_12","2_27_14"
"57_0_12","28_27_14_1"
"57_0_13","28_27_15_1"
"57_0_14","28_27_16"
"57_0_15","28_27_17"
"57_0_16","28_27_18"
"57_0_17","28_27_19"
"57_0_18","28_27_20"
"57_0_19","28_27_21"
"57_0_20","28_27_22"
"57_0_21","28_27_23"
"57_0_22","28_27_24"
"57_0_23","28_27_25"
"57_0_24","28_27_26"
"57_0_25","28_27_27"
"57_0_26","28_27_28"
"57_0_27","28_27_29"
"57_0_28","28_27_30"
"57_0_29","28_27_31"
"57_0_30","28_27_32"
"57_0_31","28_27_33"
"57_0_32","28_27_34"
"57_0_33","28_27_35"
"57_0_34","28_27_36"
"57_0_35","28_27_37"
"57_0_36","28_27_38"
"57_0_37","28_27_39"
"57_0_38","28_27_40"
"57_0_39","28_27_41"
"57_0_40","28_27_42"
"57_0_41","28_27_43"
"57_0_42","28_27_44"
"57_0_43","28_27_45"
"57_0_44","28_27_46"
"57_0_45","28_27_47"
"57_0_46","28_27_48"
"29_15_1","14_28_3"
"45_7_1","22_28_3"
"53_3_1","26_28_3"
"57_1_1","28_28_3"
"23_18_2","11_28_4"
"27_16_2","13_28_4"
"29_15_2","14_28_4"
"43_8_2","21_28_4"
"45_7_2","22_28_4"
"53_3_2","26_28_4"
"9_25_3","4_28_5_0"
"13_23_3","6_28_5"
"17_21_3_0","0"
"17_21_3_1","8_28_5_1"
"21_19_3","10_28_5"
"25_17_3","12_28_5"
"29_15_3","14_28_5"
"43_8_3","21_28_5"
"45_7_3","22_28_5"
"9_25_4_0","4_28_6_1"
"9_25_4_1","4_28_6_1 + 4_28_6_2"
"11_24_4","5_28_6"
"19_20_4","9_28_6_1"
"23_18_4_0","11_28_6"
"23_18_4_1","0"
"25_17_4","12_28_6"
"29_15_4","14_28_6"
"41_9_4","20_28_6_0"
"45_7_4","22_28_6"
"5_27_5","2_28_7"
"9_25_5_0","4_28_7_2"
"9_25_5_1","4_28_7_2"
"9_25_5_2","4_28_7_1"
"13_23_5","6_28_7_1"
"17_21_5","8_28_7"
"25_17_5","12_28_7"
"29_15_5_0","0"
"29_15_5_1","14_28_7"
"37_11_5","18_28_7"
"41_9_5","20_28_7"
"5_27_6","2_28_8"
"9_25_6","4_28_8"
"25_17_6","12_28_8_1"
"29_15_6","14_28_8_1"
"37_11_6","18_28_8_1"
"5_27_7","2_28_9"
"27_16_7","13_28_9_1"
"29_15_7","14_28_9_1"
"9_25_8","4_28_10_1"
"13_23_8","6_28_10_1"
"25_17_8","12_28_10_1"
"29_15_8","14_28_10_1"
"9_25_9","4_28_11"
"13_23_9_0","0"
"13_23_9_1","6_28_11"
"21_19_9","10_28_11"
"25_17_9","12_28_11"
"9_25_10","4_28_12"
"13_23_10","6_28_12"
"21_19_10","10_28_12"
"5_27_11","2_28_13"
"9_25_11_0","0"
"9_25_11_1","4_28_13_0"
"11_24_11","5_28_13"
"13_23_11","6_28_13"
"5_27_12","2_28_14"
"9_25_12","4_28_14_0"
"13_23_12","6_28_14"
"5_27_13","2_28_15"
"9_25_13","4_28_15"
"5_27_14","2_28_16"
"47_7_1","23_29_3"
"55_3_1","27_29_3"
"59_1_1","29_29_3"
"61_0_1","30_29_3"
"17_22_2","8_29_4"
"21_20_2","10_29_4_1"
"25_18_2","12_29_4_1"
"33_14_2","16_29_4_1"
"45_8_2","22_29_4_0"
"49_6_2","24_29_4"
"57_2_2","28_29_4"
"61_0_2","30_29_4"
"11_25_3","5_29_5"
"17_22_3","8_29_5_1"
"19_21_3_0","0"
"19_21_3_1","9_29_5_1"
"23_19_3","11_29_5_1"
"25_18_3","12_29_5_1"
"33_14_3","16_29_5_0"
"45_8_3","22_29_5"
"61_0_3","30_29_5"
"9_26_4_0","0"
"9_26_4_1","4_29_6_1"
"9_26_4_2","4_29_6_0"
"17_22_4_0","8_29_6_0"
"17_22_4_1","8_29_6_0 + 8_29_6_3"
"17_22_4_2","8_29_6_0 + 8_29_6_1"
"21_20_4","10_29_6_1"
"25_18_4_0","12_29_6_1"
"25_18_4_1","0"
"27_17_4","13_29_6"
"33_14_4","16_29_6_1"
"43_9_4","21_29_6"
"61_0_4","30_29_6"
"5_28_5","2_29_7"
"11_25_5_0","0"
"11_25_5_1","5_29_7_0"
"13_24_5_0","0"
"13_24_5_1","6_29_7_1"
"17_22_5","8_29_7_2"
"19_21_5","9_29_7_0"
"21_20_5","10_29_7_1"
"33_14_5","16_29_7_2"
"39_11_5","19_29_7_1"
"43_9_5","21_29_7_1"
"61_0_5","30_29_7_1"
"9_26_6_0","0"
"9_26_6_1","4_29_8_0"
"33_14_6","16_29_8_1"
"41_10_6","20_29_8_1"
"61_0_6","30_29_8_1"
"9_26_7","4_29_9_1"
"29_16_7","14_29_9_1"
"61_0_7","30_29_9_1"
"9_26_8","4_29_10"
"17_22_8","8_29_10_1"
"27_17_8","13_29_10"
"61_0_8","30_29_10"
"5_28_9","2_29_11"
"17_22_9","8_29_11_1"
"23_19_9","11_29_11"
"27_17_9","13_29_11"
"61_0_9","30_29_11"
"9_26_10","4_29_12"
"17_22_10","8_29_12"
"25_18_10","12_29_12"
"61_0_10","30_29_12"
"9_26_11","4_29_13"
"61_0_11","30_29_13"
"9_26_12","4_29_14"
"61_0_12","30_29_14"
"5_28_13","2_29_15"
"11_25_13","5_29_15"
"61_0_13","30_29_15"
"5_28_14","2_29_16"
"9_26_14","4_29_16"
"61_0_14","30_29_16"
"61_0_15","30_29_17"
"61_0_16","30_29_18"
"61_0_17","30_29_19"
"61_0_18","30_29_20"
"61_0_19","30_29_21"
"61_0_20","30_29_22"
"61_0_21","30_29_23"
"61_0_22","30_29_24"
"61_0_23","30_29_25"
"61_0_24","30_29_26"
"61_0_25","30_29_27"
"61_0_26","30_29_28"
"61_0_27","30_29_29"
"61_0_28","30_29_30"
"61_0_29","30_29_31"
"61_0_30","30_29_32"
"61_0_31","30_29_33"
"61_0_32","30_29_34"
"61_0_33","30_29_35"
"61_0_34","30_29_36"
"61_0_35","30_29_37"
"61_0_36","30_29_38"
"61_0_37","30_29_39"
"61_0_38","30_29_40"
"61_0_39","30_29_41"
"61_0_40","30_29_42"
"61_0_41","30_29_43"
"61_0_42","30_29_44"
"61_0_43","30_29_45"
"61_0_44","30_29_46"
"61_0_45","30_29_47"
"61_0_46","30_29_48"
"33_15_1","16_30_3_1"
"49_7_1","24_30_3_1"
"57_3_1","28_30_3_1"
"19_22_2","9_30_4"
"33_15_2","16_30_4_2"
"35_14_2","17_30_4_0"
"49_7_2","24_30_4_2"
"51_6_2","25_30_4_1"
"57_3_2","28_30_4_1"
"13_25_3","6_30_5_1"
"17_23_3_0","8_30_5_1"
"17_23_3_1","8_30_5_1 + 8_30_5_2"
"21_21_3_0","10_30_5_1"
"21_21_3_1","10_30_5_2"
"25_19_3","12_30_5"
"33_15_3","16_30_5_1"
"49_7_3","24_30_5_1"
"11_26_4","5_30_6"
"13_25_4","6_30_6"
"17_23_4_0","8_30_6_0"
"17_23_4_1","8_30_6_1"
"23_20_4","11_30_6"
"29_17_4","14_30_6_1"
"33_15_4","16_30_6_1"
"35_14_4","17_30_6_1"
"9_27_5_0","4_30_7_0"
"9_27_5_1","4_30_7_1"
"17_23_5","8_30_7_1"
"21_21_5","10_30_7"
"29_17_5","14_30_7_1"
"33_15_5_0","16_30_7_1"
"33_15_5_1","16_30_7_1 + 16_30_7_2"
"41_11_5","20_30_7_1"
"9_27_6","4_30_8_1"
"17_23_6","8_30_8_0"
"29_17_6","14_30_8_1"
"33_15_6","16_30_8_1"
"41_11_6","20_30_8_1"
"5_29_7_0","2_30_9"
"5_29_7_1","0"
"9_27_7","4_30_9"
"17_23_7","8_30_9_1"
"33_15_7","16_30_9_1"
"5_29_8","2_30_10"
"13_25_8","6_30_10_1"
"17_23_8","8_30_10_1"
"19_22_8","9_30_10_1"
"13_25_9","6_30_11_1"
"17_23_9_0","8_30_11_1"
"17_23_9_1","8_30_11_2"
"25_19_9","12_30_11_1"
"13_25_10","6_30_12"
"17_23_10","8_30_12_1"
"25_19_10","12_30_12_1"
"17_23_11","8_30_13_1"
"9_27_13","4_30_15"
"9_27_14","4_30_16"
"5_29_15","2_30_17"
"35_15_1","17_31_3_1"
"51_7_1","25_31_3_1"
"65_0_1","32_31_3_2"
"21_22_2","10_31_4"
"29_18_2","14_31_4"
"33_16_2","16_31_4"
"37_14_2","18_31_4"
"49_8_2","24_31_4_0"
"53_6_2","26_31_4"
"65_0_2","32_31_4_1"
"19_23_3","9_31_5"
"21_22_3","10_31_5_0"
"29_18_3","14_31_5_1"
"37_14_3","18_31_5_1"
"49_8_3","24_31_5_1"
"65_0_3","32_31_5_2"
"13_26_4","6_31_6_1"
"17_24_4_0","8_31_6_1"
"17_24_4_1","8_31_6_1 + 8_31_6_2"
"19_23_4","9_31_6_1"
"21_22_4_0","10_31_6_0"
"21_22_4_1","10_31_6_1"
"25_20_4","12_31_6"
"29_18_4_0","14_31_6"
"29_18_4_1","0"
"37_14_4","18_31_6"
"65_0_4","32_31_6_1"
"9_28_5","4_31_7_0"
"11_27_5","5_31_7"
"17_24_5_0","8_31_7_0"
"17_24_5_1","8_31_7_1"
"25_20_5","12_31_7"
"35_15_5_0","17_31_7"
"35_15_5_1","17_31_7"
"37_14_5","18_31_7"
"65_0_5","32_31_7_1"
"5_30_6","2_31_8"
"9_28_6_0","4_31_8_0"
"9_28_6_1","4_31_8_0 + 4_31_8_1"
"13_26_6_0","0"
"13_26_6_1","6_31_8_0"
"17_24_6","8_31_8_1"
"33_16_6","16_31_8_1"
"37_14_6","18_31_8_1"
"65_0_6","32_31_8_2"
"5_30_7","2_31_9"
"13_26_7_0","6_31_9_1"
"13_26_7_1","6_31_9_2"
"33_16_7","16_31_9_1"
"65_0_7","32_31_9_2"
"9_28_8","4_31_10_1"
"13_26_8_0","6_31_10_1"
"13_26_8_1","6_31_10_2"
"21_22_8","10_31_10_1"
"65_0_8","32_31_10_2"
"9_28_9","4_31_11"
"13_26_9_0","0"
"13_26_9_1","6_31_11"
"19_23_9_0","9_31_11"
"19_23_9_1","0"
"21_22_9","10_31_11"
"65_0_9","32_31_11_1"
"5_30_10","2_31_12"
"17_24_10","8_31_12_0"
"21_22_10","10_31_12"
"65_0_10","32_31_12_1"
"17_24_11","8_31_13_1"
"65_0_11","32_31_13_2"
"65_0_12","32_31_14_1"
"65_0_13","32_31_15_1"
"65_0_14","32_31_16_1"
"65_0_15","32_31_17"
"65_0_16","32_31_18"
"65_0_17","32_31_19"
"65_0_18","32_31_20"
"65_0_19","32_31_21"
"65_0_20","32_31_22"
"65_0_21","32_31_23"
"65_0_22","32_31_24"
"65_0_23","32_31_25"
"65_0_24","32_31_26"
"65_0_25","32_31_27"
"65_0_26","32_31_28"
"65_0_27","32_31_29"
"65_0_28","32_31_30"
"65_0_29","32_31_31"
"65_0_30","32_31_32"
"65_0_31","32_31_33"
"65_0_32","32_31_34"
"65_0_33","32_31_35"
"65_0_34","32_31_36"
"65_0_35","32_31_37"
"65_0_36","32_31_38"
"65_0_37","32_31_39"
"65_0_38","32_31_40"
"65_0_39","32_31_41"
"65_0_40","32_31_42"
"65_0_41","32_31_43"
"65_0_42","32_31_44"
"65_0_43","32_31_45"
"65_0_44","32_31_46"
"65_0_45","32_31_47"
"65_0_46","32_31_48"
"37_15_1","18_32_3"
"53_7_1","26_32_3"
"61_3_1","30_32_3"
"65_1_1","32_32_3"
"23_22_2","11_32_4"
"35_16_2","17_32_4_2"
"37_15_2","18_32_4_2"
"39_14_2","19_32_4_0"
"51_8_2","25_32_4_1"
"53_7_2","26_32_4_1"
"61_3_2","30_32_4_1"
"13_27_3","6_32_5_1"
"17_25_3","8_32_5_1"
"21_23_3","10_32_5"
"33_17_3","16_32_5_0"
"37_15_3","18_32_5_1"
"49_9_3","24_32_5_0"
"51_8_3","25_32_5"
"53_7_3","26_32_5"
"9_29_4","4_32_6_1"
"17_25_4","8_32_6_1"
"19_24_4","9_32_6"
"27_20_4","13_32_6_1"
"33_17_4","16_32_6_2"
"37_15_4","18_32_6_2"
"39_14_4","19_32_6_1"
"49_9_4","24_32_6_1"
"53_7_4","26_32_6_1"
"9_29_5_0","4_32_7_1"
"9_29_5_1","4_32_7_3"
"9_29_5_2","4_32_7_1 + 4_32_7_2"
"13_27_5","6_32_7_1"
"17_25_5","8_32_7_0"
"21_23_5","10_32_7_1"
"33_17_5","16_32_7_2"
"37_15_5_0","18_32_7_1"
"37_15_5_1","18_32_7_1 + 18_32_7_2"
"45_11_5","22_32_7_1"
"49_9_5","24_32_7_1"
"5_31_6_0","0"
"5_31_6_1","2_32_8"
"9_29_6","4_32_8_0"
"33_17_6","16_32_8_2"
"35_16_6","17_32_8_1"
"37_15_6","18_32_8_1"
"45_11_6","22_32_8_1"
"5_31_7","2_32_9"
"9_29_7_0","0"
"9_29_7_1","4_32_9_1"
"13_27_7","6_32_9_1"
"17_25_7","8_32_9_1"
"21_23_7","10_32_9_2"
"33_17_7","16_32_9_1"
"35_16_7","17_32_9_1"
"37_15_7","18_32_9_1"
"9_29_8","4_32_10"
"13_27_8","6_32_10"
"17_25_8","8_32_10_1"
"21_23_8","10_32_10_1"
"23_22_8","11_32_10"
"33_17_8","16_32_10_0"
"37_15_8","18_32_10"
"5_31_9","2_32_11"
"9_29_9_0","0"
"9_29_9_1","4_32_11"
"17_25_9","8_32_11_1"
"21_23_9_0","10_32_11_0"
"21_23_9_1","10_32_11_0 + 10_32_11_1"
"29_19_9","14_32_11"
"33_17_9","16_32_11"
"9_29_10","4_32_12_1"
"17_25_10","8_32_12_1"
"19_24_10","9_32_12"
"21_23_10","10_32_12"
"29_19_10","14_32_12"
"9_29_11","4_32_13"
"19_24_11","9_32_13"
"21_23_11","10_32_13"
"17_25_12","8_32_14_1"
"21_23_12","10_32_14_1"
"13_27_13","6_32_15_1"
"17_25_13","8_32_15_1"
"13_27_14","6_32_16"
"39_15_1","19_33_3"
"67_1_1","33_33_3_1"
"69_0_1","34_33_3_1"
"33_18_2","16_33_4_2"
"37_16_2","18_33_4_0"
"41_14_2","20_33_4_1"
"65_2_2","32_33_4_1"
"69_0_2","34_33_4_1"
"19_25_3","9_33_5"
"33_18_3","16_33_5_2"
"35_17_3","17_33_5_0"
"41_14_3","20_33_5_1"
"69_0_3","34_33_5_1"
"9_30_4","4_33_6_0"
"11_29_4","5_33_6"
"13_28_4","6_33_6"
"29_20_4","14_33_6_2"
"33_18_4_0","16_33_6_2"
"33_18_4_1","16_33_6_0"
"35_17_4","17_33_6"
"41_14_4","20_33_6"
"69_0_4","34_33_6"
"5_32_5","2_33_7"
"9_30_5_0","4_33_7_0"
"9_30_5_1","4_33_7_1"
"23_23_5","11_33_7_1"
"29_20_5","14_33_7_2"
"33_18_5","16_33_7_1"
"41_14_5","20_33_7_1"
"51_9_5","25_33_7_1"
"69_0_5","34_33_7_1"
"5_32_6","2_33_8"
"9_30_6","4_33_8"
"17_26_6_0","8_33_8_0"
"17_26_6_1","8_33_8_0 + 8_33_8_1"
"29_20_6","14_33_8"
"49_10_6","24_33_8"
"69_0_6","34_33_8"
"9_30_7","4_33_9"
"17_26_7_0","8_33_9_1 + 8_33_9_2"
"17_26_7_1","8_33_9_1"
"23_23_7","11_33_9"
"69_0_7","34_33_9"
"5_32_8","2_33_10"
"9_30_8","4_33_10"
"13_28_8","6_33_10_1"
"17_26_8_0","8_33_10_1 + 8_33_10_2"
"17_26_8_1","8_33_10_1"
"19_25_8","9_33_10"
"25_22_8","12_33_10"
"69_0_8","34_33_10"
"9_30_9","4_33_11_1"
"13_28_9_0","6_33_11_1 + 6_33_11_2"
"13_28_9_1","6_33_11_2"
"17_26_9","8_33_11"
"25_22_9","12_33_11"
"35_17_9","17_33_11"
"69_0_9","34_33_11"
"9_30_10_0","4_33_12_0"
"9_30_10_1","4_33_12_1"
"13_28_10_0","0"
"13_28_10_1","6_33_12"
"33_18_10","16_33_12_1"
"69_0_10","34_33_12_1"
"5_32_11","2_33_13"
"69_0_11","34_33_13_1"
"9_30_12","4_33_14_1"
"69_0_12","34_33_14_1"
"9_30_13","4_33_15_1"
"19_25_13","9_33_15_1"
"69_0_13","34_33_15_1"
"17_26_14","8_33_16_1"
"69_0_14","34_33_16_1"
"69_0_15","34_33_17_1"
"69_0_16","34_33_18"
"69_0_17","34_33_19"
"69_0_18","34_33_20"
"69_0_19","34_33_21"
"69_0_20","34_33_22"
"69_0_21","34_33_23"
"69_0_22","34_33_24"
"69_0_23","34_33_25"
"69_0_24","34_33_26"
"69_0_25","34_33_27"
"69_0_26","34_33_28"
"69_0_27","34_33_29"
"69_0_28","34_33_30"
"69_0_29","34_33_31"
"69_0_30","34_33_32"
"69_0_31","34_33_33"
"69_0_32","34_33_34"
"69_0_33","34_33_35"
"69_0_34","34_33_36"
"69_0_35","34_33_37"
"69_0_36","34_33_38"
"69_0_37","34_33_39"
"69_0_38","34_33_40"
"69_0_39","34_33_41"
"69_0_40","34_33_42"
"69_0_41","34_33_43"
"69_0_42","34_33_44"
"69_0_43","34_33_45"
"69_0_44","34_33_46"
"69_0_45","34_33_47"
"69_0_46","34_33_48"
"41_15_1","20_34_3"
"57_7_1","28_34_3_1"
"65_3_1","32_34_3_2"
"69_1_1","34_34_3_1"
"35_18_2","17_34_4_0"
"41_15_2","20_34_4_1"
"43_14_2","21_34_4"
"57_7_2","28_34_4_2"
"65_3_2","32_34_4_2"
"67_2_2","33_34_4_1"
"29_21_3","14_34_5_0"
"33_19_3","16_34_5"
"41_15_3","20_34_5"
"57_7_3","28_34_5_1"
"65_3_3","32_34_5"
"13_29_4","6_34_6_0"
"25_23_4","12_34_6_1"
"35_18_4_0","17_34_6_1"
"35_18_4_1","0"
"37_17_4","18_34_6_1"
"41_15_4","20_34_6_1"
"43_14_4","21_34_6_1"
"57_7_4","28_34_6_1"
"9_31_5","4_34_7_0"
"11_30_5","5_34_7"
"13_29_5","6_34_7"
"25_23_5","12_34_7"
"37_17_5","18_34_7"
"41_15_5_0","20_34_7_0"
"41_15_5_1","20_34_7_0 + 20_34_7_1"
"49_11_5","24_34_7_1"
"53_9_5","26_34_7"
"5_33_6","2_34_8"
"9_31_6_0","4_34_8_0"
"9_31_6_1","4_34_8_0 + 4_34_8_1"
"37_17_6","18_34_8_1"
"41_15_6","20_34_8_2"
"49_11_6","24_34_8_2"
"51_10_6","25_34_8_1"
"13_29_7","6_34_9_1"
"25_23_7","12_34_9_1"
"41_15_7","20_34_9_2"
"49_11_7","24_34_9_1"
"9_31_8","4_34_10_1"
"13_29_8_0","6_34_10_2"
"13_29_8_1","6_34_10_1 + 6_34_10_2"
"21_25_8","10_34_10_1"
"25_23_8","12_34_10_1"
"27_22_8","13_34_10_1"
"41_15_8","20_34_10_1"
"9_31_9","4_34_11"
"13_29_9_0","0"
"13_29_9_1","6_34_11"
"21_25_9","10_34_11_1"
"25_23_9_0","12_34_11_1"
"25_23_9_1","12_34_11_1 + 12_34_11_2"
"33_19_9","16_34_11_2"
"37_17_9","18_34_11_1"
"5_33_10","2_34_12"
"13_29_10","6_34_12_1"
"21_25_10","10_34_12_1"
"25_23_10","12_34_12_2"
"33_19_10","16_34_12_2"
"35_18_10","17_34_12_1"
"9_31_11","4_34_13_1"
"13_29_11","6_34_13_1"
"25_23_11","12_34_13_2"
"33_19_11","16_34_13_1"
"9_31_12","4_34_14_0"
"11_30_12","5_34_14"
"25_23_12","12_34_14"
"5_33_13","2_34_15"
"9_31_13_0","4_34_15_0"
"9_31_13_1","4_34_15_0 + 4_34_15_1"
"17_27_13","8_34_15_1"
"21_25_13","10_34_15"
"5_33_14","2_34_16"
"9_31_14","4_34_16_1"
"17_27_14","8_34_16_1"
"19_26_14","9_34_16"
"9_31_15","4_34_17_1"
"17_27_15","8_34_17"
"43_15_1","21_35_3"
"59_7_1","29_35_3"
"67_3_1","33_35_3"
"73_0_1","36_35_3"
"25_24_2","12_35_4"
"37_18_2","18_35_4"
"41_16_2","20_35_4"
"45_14_2","22_35_4"
"57_8_2","28_35_4_0"
"61_6_2","30_35_4"
"73_0_2","36_35_4"
"21_26_3","10_35_5_1"
"35_19_3","17_35_5_1"
"37_18_3","18_35_5_2"
"45_14_3","22_35_5_1"
"57_8_3","28_35_5_1"
"73_0_3","36_35_5_1"
"9_32_4","4_35_6"
"21_26_4","10_35_6"
"27_23_4","13_35_6"
"33_20_4","16_35_6_1"
"37_18_4_0","18_35_6_1"
"37_18_4_1","0"
"39_17_4","19_35_6"
"45_14_4","22_35_6"
"73_0_4","36_35_6"
"9_32_5","4_35_7"
"13_30_5","6_35_7"
"21_26_5","10_35_7_1"
"25_24_5","12_35_7_1"
"33_20_5","16_35_7_2"
"37_18_5","18_35_7_1"
"43_15_5_0","21_35_7_1"
"43_15_5_1","21_35_7_1"
"45_14_5","22_35_7_1"
"73_0_5","36_35_7_1"
"9_32_6","4_35_8_0"
"13_30_6","6_35_8_1"
"33_20_6","16_35_8_1"
"41_16_6","20_35_8_1"
"45_14_6","22_35_8_1"
"73_0_6","36_35_8_1"
"5_34_7","2_35_9"
"9_32_7","4_35_9_1"
"13_30_7","6_35_9_1"
"21_26_7","10_35_9_2"
"27_23_7","13_35_9_1"
"41_16_7","20_35_9_1"
"73_0_7","36_35_9_1"
"9_32_8","4_35_10"
"13_30_8","6_35_10"
"17_28_8","8_35_10_1"
"21_26_8","10_35_10_1"
"23_25_8","11_35_10"
"29_22_8","14_35_10"
"73_0_8","36_35_10"
"5_34_9","2_35_11"
"9_32_9_0","0"
"9_32_9_1","4_35_11"
"13_30_9","6_35_11_1"
"17_28_9","8_35_11_1"
"21_26_9","10_35_11"
"27_23_9_0","13_35_11"
"27_23_9_1","0"
"29_22_9","14_35_11"
"73_0_9","36_35_11"
"9_32_10","4_35_12_1"
"13_30_10","6_35_12_1"
"17_28_10","8_35_12"
"25_24_10","12_35_12_0"
"29_22_10","14_35_12"
"73_0_10","36_35_12"
"9_32_11","4_35_13"
"25_24_11","12_35_13"
"73_0_11","36_35_13"
"5_34_12","2_35_14"
"13_30_12","6_35_14"
"73_0_12","36_35_14"
"9_32_13","4_35_15_0"
"11_31_13_0","5_35_15"
"11_31_13_1","0"
"13_30_13","6_35_15"
"73_0_13","36_35_15"
"5_34_14","2_35_16"
"9_32_14_0","4_35_16_0"
"9_32_14_1","4_35_16_0 + 4_35_16_1"
"13_30_14","6_35_16"
"73_0_14","36_35_16"
"5_34_15","2_35_17"
"9_32_15","4_35_17"
"73_0_15","36_35_17_1"
"5_34_16","2_35_18"
"73_0_16","36_35_18_1"
"73_0_17","36_35_19_1"
"73_0_18","36_35_20"
"73_0_19","36_35_21"
"73_0_20","36_35_22"
"73_0_21","36_35_23"
"73_0_22","36_35_24"
"73_0_23","36_35_25"
"73_0_24","36_35_26"
"73_0_25","36_35_27"
"73_0_26","36_35_28"
"73_0_27","36_35_29"
"73_0_28","36_35_30"
"73_0_29","36_35_31"
"73_0_30","36_35_32"
"73_0_31","36_35_33"
"73_0_32","36_35_34"
"73_0_33","36_35_35"
"73_0_34","36_35_36"
"73_0_35","36_35_37"
"73_0_36","36_35_38"
"73_0_37","36_35_39"
"73_0_38","36_35_40"
"73_0_39","36_35_41"
"73_0_40","36_35_42"
"73_0_41","36_35_43"
"73_0_42","36_35_44"
"73_0_43","36_35_45"
"73_0_44","36_35_46"
"73_0_45","36_35_47"
"73_0_46","36_35_48"
"45_15_1","22_36_3"
"61_7_1","30_36_3"
"69_3_1","34_36_3"
"73_1_1","36_36_3"
"39_18_2","19_36_4"
"43_16_2","21_36_4"
"45_15_2","22_36_4"
"59_8_2","29_36_4"
"61_7_2","30_36_4"
"69_3_2","34_36_4"
"17_29_3","8_36_5_1"
"21_27_3","10_36_5_1"
"25_25_3","12_36_5_1"
"33_21_3","16_36_5_0"
"37_19_3","18_36_5"
"41_17_3","20_36_5"
"45_15_3","22_36_5"
"59_8_3","29_36_5"
"61_7_3","30_36_5"
"11_32_4","5_36_6"
"17_29_4","8_36_6_1"
"21_27_4","10_36_6_1"
"35_20_4","17_36_6_2"
"39_18_4_0","19_36_6_1"
"39_18_4_1","0"
"41_17_4","20_36_6_1"
"45_15_4","22_36_6_1"
"57_9_4","28_36_6_1"
"61_7_4","30_36_6_1"
"17_29_5","8_36_7"
"29_23_5","14_36_7_1"
"33_21_5","16_36_7"
"41_17_5","20_36_7"
"45_15_5_0","0"
"45_15_5_1","22_36_7"
